,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport
2513,9565-AXSMR,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1387,7684-XSZIY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4785,8854-CCVSQ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No
5157,5840-NVDCG,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes
6366,2845-KDHVX,Female,0,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes
3493,5968-VXZLG,Male,0,No,No,2,Yes,No,DSL,No,No,No,No
2349,9548-ZMVTX,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
784,5125-CNDSP,Male,0,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes
5023,6653-CBBOM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
1338,1934-SJVJK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4040,9581-GVBXT,Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No
2946,3404-JNXAX,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes
2898,6505-OZNPG,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes
1978,0602-DDUML,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes
4049,6199-IWKGC,Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes
278,8645-KWHJO,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes
5275,9530-EHPOH,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No
584,2393-DIVAI,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3691,2150-WLKUW,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No
5469,6538-POCHL,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No
5235,4299-SIMNS,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No
4241,2150-UWTFY,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No
2028,4452-ROHMO,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1082,4367-NUYAO,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3760,8617-ENBDS,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No
3360,0689-NKYLF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No
1004,7047-YXDMZ,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6120,6218-KNUBD,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No
951,8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No
2144,1763-WQFUK,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes
3230,8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3590,9447-YPTBX,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service
93,6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
1427,6896-SRVYQ,Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No
1071,3097-NNSPB,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No
1348,1184-PJVDB,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No
6453,8634-MPHTR,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No
1604,6265-SXWBU,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No
5329,2894-QOJRX,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No
2944,5311-IHLEI,Male,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes
1776,5605-XNWEN,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6984,6447-GORXK,Male,0,No,Yes,31,No,No phone service,DSL,No,No,No,No
4480,7908-QCBCA,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No
3316,9139-TWBAS,Female,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No
484,5949-XIKAE,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No
578,6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No
3170,7272-QDCKA,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No
919,5149-TGWDZ,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes
5271,6507-DTJZV,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No
2601,7730-CLDSV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2740,0415-MOSGF,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
3480,6060-QBMGV,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4967,4398-HSCJH,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes
4145,8474-UMLNT,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes
2885,7923-IYJWY,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
3208,8550-XSXUQ,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No
5187,2080-CAZNM,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No
6598,6169-PGNCD,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes
3452,8950-MTZNV,Male,0,No,No,1,Yes,No,DSL,No,No,No,No
2943,4526-EXKKN,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
7032,6894-LFHLY,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
2132,6082-OQFBA,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1791,2348-KCJLT,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No
4531,4910-AQFFX,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No
5609,4818-DRBQT,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No
3515,5206-HPJKM,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No
6592,3205-MXZRA,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes
3491,4682-BLBUC,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes
1455,1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
6194,2868-LLSKM,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes
1959,5882-CMAZQ,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes
3330,8276-MQBYC,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No
6995,7164-BPTUT,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes
5249,5115-GZDEL,Male,0,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes
6058,0356-ERHVT,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No
1239,0319-QZTCO,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No
924,4824-GUCBY,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No
6465,8164-OCKUJ,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4500,2830-LEWOA,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes
2429,8406-LNMHF,Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No
338,7982-VCELR,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No
2758,2439-QKJUL,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2856,2740-TVLFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No
4179,8224-DWCKX,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No
5561,5088-QZLRL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2832,0635-WKOLD,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes
5075,4879-GZLFH,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No
1303,0042-RLHYP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2330,1104-FEJAM,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No
6931,2371-KFUOG,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No
2187,8879-XUAHX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
1295,6248-TKCQV,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes
305,1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1204,6791-YBNAK,Male,0,Yes,Yes,18,No,No phone service,DSL,No,No,No,No
5776,4291-TPNFG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
3911,0991-BRRFB,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No
5167,4188-PCPIG,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes
750,8224-IVVPA,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No
3807,8625-AZYZY,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No
3710,3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4057,7980-MHFLQ,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4218,9027-YFHQJ,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1695,4906-ZHGPK,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes
4895,1394-SUIUH,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes
1038,4869-EPIUS,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No
6449,7601-WFVZV,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3247,8853-TZDGH,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
4499,6178-KFNHS,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No
1021,3422-WJOYD,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes
106,6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No
3526,9026-RNUJS,Male,1,No,No,5,Yes,No,DSL,No,No,Yes,No
514,2475-MROZF,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
3876,7392-YYPYJ,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No
4835,2360-RDGRO,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No
45,3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No
927,9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No
3788,1725-IQNIY,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
4863,8727-JQFHV,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4545,6145-NNPNO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
2372,0730-BGQGF,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes
5514,0623-GDISB,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No
6749,8469-SNFFH,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes
5343,4254-QPEDE,Female,0,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes
4248,1020-JPQOW,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
7040,4801-JZAZL,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No
3021,6377-KSLXC,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2992,4177-JPDFU,Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes
2869,2672-HUYVI,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No
6552,9317-WZPGV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No
2925,2931-XIQBR,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes
3215,3481-JHUZH,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No
1895,3638-VBZTA,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes
4377,8212-CRQXP,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No
2157,1784-EZDKJ,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No
6901,2925-MXLSX,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No
6698,6906-MPARY,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes
5148,6196-HBOBZ,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
3122,8395-ETZKQ,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5269,5424-RLQLC,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No
4047,2434-EEVDB,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No
4991,1502-XFCVR,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No
6008,4451-RWASJ,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6582,9558-IHEZX,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
2784,7295-JOMMD,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes
240,7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes
2873,0148-DCDOS,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No
5660,1121-QSIVB,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No
3114,0867-LDTTC,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes
4350,1518-OMDIK,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No
3041,1406-PUQVY,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No
3990,6986-IXNDM,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No
2800,0519-DRGTI,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1318,1907-YLNYW,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No
3223,3082-VQXNH,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No
2176,2626-VEEWG,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4516,4077-HWUYD,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
3689,9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No
5083,7136-IHZJA,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes
3083,1599-EAHXY,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6253,6128-DAFVY,Female,0,No,No,56,No,No phone service,DSL,No,No,No,No
1247,5593-SUAOO,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No
5955,7169-YWAMK,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes
21,1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6425,9746-YKGXB,Male,0,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes,No
5788,4815-GBTCD,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No
6458,9644-UMGQA,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No
4965,9239-ZBZZV,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No
6605,7632-MNYOY,Male,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
1860,3279-DYZQM,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service
842,1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service
122,0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No
160,8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No
5294,2927-CVULT,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
401,9442-JTWDL,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service
130,2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No
3764,6674-KVJHG,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
499,7783-YKGDV,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
1392,1934-MKPXS,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1590,7643-RCHXS,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4526,4860-IJUDE,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No
806,7382-DFJTU,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes
3953,4505-EXZHB,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No
3713,6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No
69,7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No
996,6641-XRPSU,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No
3018,4176-RELJR,Male,1,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1708,8640-SDGKB,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes
5925,1840-BIUOG,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes
287,5583-SXDAG,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No
3675,9753-OYLBX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1533,8519-QJGJD,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No
2767,3572-UOLYZ,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes
4425,3059-NGMXB,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No
1470,6979-TNDEU,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3539,2219-MVUSO,Male,0,No,No,8,Yes,No,DSL,No,No,No,No
5990,1472-TNCWL,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No
4184,0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No
6705,3733-ZEECP,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes
2412,1623-NLDOT,Female,0,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes
4126,3724-UCSHY,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6156,0118-JPNOY,Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,No
4128,4628-CTTLA,Male,0,No,No,57,No,No phone service,DSL,No,Yes,No,No
1585,4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes
5288,8058-INTPH,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
5760,4583-PARNH,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes
7025,2823-LKABH,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes
451,5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes
4979,9593-CVZKR,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3079,2141-RRYGO,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No
881,3523-BRGUW,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4054,9522-BNTHX,Female,1,No,No,34,No,No phone service,DSL,No,Yes,Yes,No
3105,4429-WYGFR,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes
6348,1025-FALIX,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No
6440,2809-ZMYOQ,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No
353,0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No
4094,8687-BAFGU,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes
886,2123-AGEEN,Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No
4795,6532-YLWSI,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service
187,8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes
6867,5146-YYFRZ,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3545,6212-ATMLK,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No
5705,3785-NRHYR,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3793,6278-FEPBZ,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service
258,4959-JOSRX,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No
3652,0612-RTZZA,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No
2313,9154-QDGTH,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes
6367,0848-SOMKO,Male,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes
4768,3996-ZNWYK,Male,1,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6373,0943-ZQPXH,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No
2629,5028-GZLDO,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No
3303,7786-WBJYI,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No
6401,0807-ZABDG,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes
2042,7361-YPXFS,Female,1,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes
708,3014-WJKSM,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No
2422,9603-OAIHC,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No
3587,6210-KBBPI,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No
975,2834-JRTUA,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
1395,0471-LVHGK,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No
573,4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No
6219,1496-GGSUK,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No
2547,7963-SHNDT,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes
7034,0639-TSIQW,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
4953,1627-AFWVJ,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6855,8738-JOKAR,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,No,Yes
6641,2810-FTLEM,Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No
1889,8069-YQQAJ,Male,0,No,No,14,No,No phone service,DSL,No,Yes,No,No
6192,0439-IFYUN,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No
5390,7450-NWRTR,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No
3914,1755-FZQEC,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1043,4883-QICIH,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No
2718,7274-CGTOD,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes
4540,6728-WYQBC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2529,0022-TCJCI,Male,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No
4869,1384-RCUXW,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No
1282,6260-ONULR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No
848,9778-OGKQZ,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
6884,7384-GHBPI,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No
5220,2282-YGNOR,Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes
6730,1272-ILHFG,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
533,1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes
1340,1371-DWPAZ,Female,0,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,Yes,Yes
1924,1845-CSBRZ,Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No
3034,7120-RFMVS,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
4297,2192-OZITF,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes
3458,0311-UNPFF,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No
6189,4718-WXBGI,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
3901,2773-OVBPK,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
1980,1960-UYCNN,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No
844,3027-ZTDHO,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
4992,7740-KKCXF,Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No
6240,6521-YYTYI,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No
4272,1043-YCUTE,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4906,8639-NHQEI,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No
6743,2740-JFBOK,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5758,5847-MXBEO,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1518,1925-GMVBW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5259,5419-JKZNQ,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No
4773,8627-EHGIP,Male,0,No,No,44,No,No phone service,DSL,No,Yes,Yes,No
5510,6693-FRIRW,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No
392,0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No
3354,7029-IJEJK,Female,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes
6473,9223-UCPVT,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No
6528,4957-SREEC,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5664,0875-CABNR,Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No
